,original_language,movie,production_budget,worldwide_gross,studio,movie_id,original_title,start_year,runtime_minutes,genres,averagerating,numvotes
0,en,How to Train Your Dragon,"$165,000,000","$494,870,992",P/DW,tt0892769,How to Train Your Dragon,2010,98.0,"Action,Adventure,Animation",8.1,611299
1,en,Iron Man 2,"$170,000,000","$621,156,389",Par.,tt1228705,Iron Man 2,2010,124.0,"Action,Adventure,Sci-Fi",7.0,657690
2,en,Inception,"$160,000,000","$835,524,642",WB,tt1375666,Inception,2010,148.0,"Action,Adventure,Sci-Fi",8.8,1841066
3,en,Toy Story 3,"$200,000,000","$1,068,879,522",BV,tt0435761,Toy Story 3,2010,103.0,"Adventure,Animation,Comedy",8.3,682218
4,en,Despicable Me,"$69,000,000","$543,464,573",Uni.,tt1323594,Despicable Me,2010,95.0,"Animation,Comedy,Family",7.7,464511
5,en,Megamind,"$130,000,000","$321,887,208",P/DW,tt1001526,Megamind,2010,95.0,"Action,Animation,Comedy",7.3,207488
6,en,The Expendables,"$82,000,000","$268,268,174",LGF,tt1320253,The Expendables,2010,103.0,"Action,Adventure,Thriller",6.5,307897
7,en,Tangled,"$260,000,000","$586,477,240",BV,tt0398286,Tangled,2010,100.0,"Adventure,Animation,Comedy",7.8,366366
8,en,The Twilight Saga: Eclipse,"$68,000,000","$706,102,828",Sum.,tt1325004,The Twilight Saga: Eclipse,2010,124.0,"Adventure,Drama,Fantasy",5.0,211733
9,en,The Book of Eli,"$80,000,000","$158,750,817",WB,tt1037705,The Book of Eli,2010,118.0,"Action,Adventure,Drama",6.9,271307
10,en,Shutter Island,"$80,000,000","$299,461,782",Par.,tt1130884,Shutter Island,2010,138.0,"Mystery,Thriller",8.1,1005960
11,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$155,000,000","$418,186,950",Fox,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113.0,"Adventure,Family,Fantasy",6.3,129663
12,en,The A-Team,"$110,000,000","$177,241,171",Fox,tt0429493,The A-Team,2010,117.0,"Action,Adventure,Thriller",6.8,235256
13,en,The Last Airbender,"$150,000,000","$319,713,881",Par.,tt0938283,The Last Airbender,2010,103.0,"Action,Adventure,Family",4.1,137734
14,en,Predators,"$40,000,000","$127,234,389",Fox,tt1424381,Predators,2010,107.0,"Action,Adventure,Sci-Fi",6.4,199764
15,en,The Social Network,"$40,000,000","$224,922,135",Sony,tt1285016,The Social Network,2010,120.0,"Biography,Drama",7.7,568578
16,en,Robin Hood,"$210,000,000","$322,459,006",Uni.,tt0955308,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480
17,en,Robin Hood,"$210,000,000","$322,459,006",Uni.,tt2363363,Robin Hood,2013,92.0,"Action,Drama",6.3,78
18,en,Robin Hood,"$210,000,000","$322,459,006",Uni.,tt4532826,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588
19,en,Robin Hood,"$210,000,000","$322,459,006",Uni.,tt6858500,Robin Hood,2018,,,7.6,5
20,en,Robin Hood,"$99,000,000","$84,747,441",Uni.,tt0955308,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480
21,en,Robin Hood,"$99,000,000","$84,747,441",Uni.,tt2363363,Robin Hood,2013,92.0,"Action,Drama",6.3,78
22,en,Robin Hood,"$99,000,000","$84,747,441",Uni.,tt4532826,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588
23,en,Robin Hood,"$99,000,000","$84,747,441",Uni.,tt6858500,Robin Hood,2018,,,7.6,5
24,en,Robin Hood,"$210,000,000","$322,459,006",Uni.,tt0955308,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480
25,en,Robin Hood,"$210,000,000","$322,459,006",Uni.,tt2363363,Robin Hood,2013,92.0,"Action,Drama",6.3,78
26,en,Robin Hood,"$210,000,000","$322,459,006",Uni.,tt4532826,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588
27,en,Robin Hood,"$210,000,000","$322,459,006",Uni.,tt6858500,Robin Hood,2018,,,7.6,5
28,en,Robin Hood,"$99,000,000","$84,747,441",Uni.,tt0955308,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480
29,en,Robin Hood,"$99,000,000","$84,747,441",Uni.,tt2363363,Robin Hood,2013,92.0,"Action,Drama",6.3,78
30,en,Robin Hood,"$99,000,000","$84,747,441",Uni.,tt4532826,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588
31,en,Robin Hood,"$99,000,000","$84,747,441",Uni.,tt6858500,Robin Hood,2018,,,7.6,5
32,en,Robin Hood,"$210,000,000","$322,459,006",Uni.,tt0955308,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480
33,en,Robin Hood,"$210,000,000","$322,459,006",Uni.,tt2363363,Robin Hood,2013,92.0,"Action,Drama",6.3,78
34,en,Robin Hood,"$210,000,000","$322,459,006",Uni.,tt4532826,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588
35,en,Robin Hood,"$210,000,000","$322,459,006",Uni.,tt6858500,Robin Hood,2018,,,7.6,5
36,en,Robin Hood,"$99,000,000","$84,747,441",Uni.,tt0955308,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480
37,en,Robin Hood,"$99,000,000","$84,747,441",Uni.,tt2363363,Robin Hood,2013,92.0,"Action,Drama",6.3,78
38,en,Robin Hood,"$99,000,000","$84,747,441",Uni.,tt4532826,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588
39,en,Robin Hood,"$99,000,000","$84,747,441",Uni.,tt6858500,Robin Hood,2018,,,7.6,5
40,en,Shrek Forever After,"$165,000,000","$756,244,673",P/DW,tt0892791,Shrek Forever After,2010,93.0,"Adventure,Animation,Comedy",6.3,167532
41,en,Easy A,"$8,000,000","$76,200,721",SGem,tt1282140,Easy A,2010,92.0,"Comedy,Drama,Romance",7.1,330125
42,en,The Sorcerer's Apprentice,"$160,000,000","$217,986,320",BV,tt0963966,The Sorcerer's Apprentice,2010,109.0,"Action,Adventure,Family",6.1,143862
43,en,Grown Ups,"$75,000,000","$272,223,430",Sony,tt1375670,Grown Ups,2010,102.0,Comedy,6.0,210377
44,en,Faster,"$24,000,000","$35,792,945",CBS,tt1433108,Faster,2010,98.0,"Action,Crime,Drama",6.5,93618
45,en,The Wolfman,"$150,000,000","$142,634,358",Uni.,tt0780653,The Wolfman,2010,103.0,"Drama,Fantasy,Horror",5.8,97873
46,en,Unstoppable,"$95,000,000","$165,720,921",Fox,tt0477080,Unstoppable,2010,98.0,"Action,Thriller",6.8,173019
47,en,Unstoppable,"$95,000,000","$165,720,921",Fox,tt3070502,Unstoppable,2013,65.0,Documentary,4.3,551
48,en,Unstoppable,"$95,000,000","$165,720,921",Fox,tt9225192,Seongnan hwangso,2018,116.0,"Action,Crime",6.5,576
49,en,Unstoppable,"$95,000,000","$165,720,921",Fox,tt9906218,Unstoppable,2019,84.0,Documentary,8.1,8
50,en,Unstoppable,"$95,000,000","$165,720,921",Fox,tt0477080,Unstoppable,2010,98.0,"Action,Thriller",6.8,173019
51,en,Unstoppable,"$95,000,000","$165,720,921",Fox,tt3070502,Unstoppable,2013,65.0,Documentary,4.3,551
52,en,Unstoppable,"$95,000,000","$165,720,921",Fox,tt9225192,Seongnan hwangso,2018,116.0,"Action,Crime",6.5,576
53,en,Unstoppable,"$95,000,000","$165,720,921",Fox,tt9906218,Unstoppable,2019,84.0,Documentary,8.1,8
54,en,Black Swan,"$13,000,000","$331,266,710",FoxS,tt0947798,Black Swan,2010,108.0,"Drama,Thriller",8.0,648854
55,en,Centurion,"$15,000,000","$7,885,048",Magn.,tt1020558,Centurion,2010,97.0,"Action,Adventure,Drama",6.4,74085
56,en,The Other Guys,"$100,000,000","$170,936,470",Sony,tt1386588,The Other Guys,2010,107.0,"Action,Comedy,Crime",6.7,221664
57,en,The Town,"$37,000,000","$152,566,881",WB,tt0840361,The Town,2010,125.0,"Crime,Drama,Thriller",7.6,322524
58,en,Jonah Hex,"$47,000,000","$11,022,696",WB,tt1075747,Jonah Hex,2010,81.0,"Action,Drama,Fantasy",4.7,51860
59,en,True Grit,"$35,000,000","$252,276,928",Par.,tt1403865,True Grit,2010,110.0,"Adventure,Drama,Western",7.6,284034
60,en,I Spit on Your Grave,"$1,750,000","$1,278,471",Anch.,tt1242432,I Spit on Your Grave,2010,108.0,"Horror,Thriller",6.3,68592
61,en,Kick-Ass,"$28,000,000","$97,531,134",LGF,tt1250777,Kick-Ass,2010,117.0,"Action,Comedy",7.6,497363
62,en,Salt,"$130,000,000","$290,650,494",Sony,tt0944835,Salt,2010,100.0,"Action,Mystery,Thriller",6.4,277204
63,en,Salt,"$130,000,000","$290,650,494",Sony,tt0944835,Salt,2010,100.0,"Action,Mystery,Thriller",6.4,277204
64,en,Tooth Fairy,"$48,000,000","$112,610,386",Fox,tt0808510,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy",5.0,37939
65,en,Tooth Fairy,"$48,000,000","$112,610,386",Fox,tt7906260,Toof,2019,86.0,Horror,2.6,64
66,en,Machete,"$12,500,000","$46,370,970",Fox,tt0985694,Machete,2010,105.0,"Action,Crime,Thriller",6.6,182320
67,en,Date Night,"$55,000,000","$152,269,033",Fox,tt1279935,Date Night,2010,88.0,"Comedy,Crime,Romance",6.3,144683
68,en,Due Date,"$65,000,000","$211,739,043",WB,tt1231583,Due Date,2010,95.0,"Adventure,Comedy",6.5,303523
69,en,Repo Men,"$32,000,000","$18,195,238",Uni.,tt1053424,Repo Men,2010,111.0,"Action,Crime,Sci-Fi",6.3,96144
70,en,The Karate Kid,"$40,000,000","$351,774,938",Sony,tt1155076,The Karate Kid,2010,140.0,"Action,Drama,Family",6.2,146401
71,en,The Karate Kid,"$8,000,000","$90,815,558",Sony,tt1155076,The Karate Kid,2010,140.0,"Action,Drama,Family",6.2,146401
72,en,Diary of a Wimpy Kid,"$15,000,000","$76,954,311",Fox,tt1196141,Diary of a Wimpy Kid,2010,94.0,"Comedy,Drama,Family",6.2,38640
73,en,The Crazies,"$19,000,000","$56,445,534",Over.,tt0455407,The Crazies,2010,101.0,"Horror,Thriller",6.5,104465
74,en,Little Fockers,"$100,000,000","$310,650,574",Uni.,tt0970866,Little Fockers,2010,98.0,"Comedy,Romance",5.5,99222
75,en,Dear John,"$25,000,000","$142,033,509",SGem,tt0989757,Dear John,2010,108.0,"Drama,Romance,War",6.3,128657
76,en,Leap Year,"$19,000,000","$32,618,920",Uni.,tt1216492,Leap Year,2010,100.0,"Comedy,Romance",6.5,86125
77,en,Leap Year,"$19,000,000","$32,618,920",Uni.,tt1537401,Año bisiesto,2010,94.0,"Drama,Romance",5.9,2211
78,es,Leap Year,"$19,000,000","$32,618,920",Uni.,tt1216492,Leap Year,2010,100.0,"Comedy,Romance",6.5,86125
79,es,Leap Year,"$19,000,000","$32,618,920",Uni.,tt1537401,Año bisiesto,2010,94.0,"Drama,Romance",5.9,2211
80,en,Green Zone,"$100,000,000","$97,523,020",Uni.,tt0947810,Green Zone,2010,115.0,"Action,Drama,Thriller",6.8,122132
81,en,Remember Me,"$16,000,000","$56,506,120",Sum.,tt1403981,Remember Me,2010,113.0,"Drama,Romance",7.1,129443
82,en,Remember Me,"$16,000,000","$56,506,120",Sum.,tt4843358,Remember Me,2016,85.0,Comedy,5.2,72
83,en,127 Hours,"$18,000,000","$60,217,171",FoxS,tt1542344,127 Hours,2010,94.0,"Adventure,Biography,Drama",7.6,323949
84,en,Piranha 3D,"$24,000,000","$83,660,160",W/Dim.,tt0464154,Piranha 3D,2010,88.0,"Comedy,Horror",5.4,81327
85,en,Edge of Darkness,"$60,000,000","$82,812,456",WB,tt1226273,Edge of Darkness,2010,117.0,"Crime,Drama,Mystery",6.6,84753
86,en,Edge of Darkness,"$60,000,000","$82,812,456",WB,tt1226273,Edge of Darkness,2010,117.0,"Crime,Drama,Mystery",6.6,84753
87,en,Valentine's Day,"$52,000,000","$217,569,328",WB (NL),tt0817230,Valentine's Day,2010,125.0,"Comedy,Romance",5.7,107171
88,en,The Next Three Days,"$30,000,000","$67,255,916",LGF,tt1458175,The Next Three Days,2010,133.0,"Action,Crime,Drama",7.4,168066
89,en,Buried,"$1,987,650","$21,270,290",LGF,tt1462758,Buried,2010,95.0,"Drama,Mystery,Thriller",7.0,139426
90,en,Buried,"$1,987,650","$21,270,290",LGF,tt4540326,Buried,2011,95.0,Thriller,6.0,5
91,en,Gulliver's Travels,"$112,000,000","$232,017,848",Fox,tt1320261,Gulliver's Travels,2010,85.0,"Adventure,Comedy,Family",4.9,61178
92,en,Legend of the Guardians: The Owls of Ga'Hoole,"$100,000,000","$139,716,717",WB,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010,97.0,"Action,Adventure,Animation",7.0,73790
93,en,The Spy Next Door,"$28,000,000","$46,752,858",LGF,tt1273678,The Spy Next Door,2010,94.0,"Action,Comedy,Family",5.5,36767
94,en,Morning Glory,"$40,000,000","$59,795,070",Par.,tt1126618,Morning Glory,2010,107.0,"Comedy,Drama,Romance",6.5,67367
95,en,Cats & Dogs: The Revenge of Kitty Galore,"$85,000,000","$113,026,383",WB,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,2010,82.0,"Action,Comedy,Family",4.3,12642
96,en,The Fighter,"$11,000,000","$129,262,388",Par.,tt0964517,The Fighter,2010,116.0,"Biography,Drama,Sport",7.8,316539
97,en,The Tourist,"$100,000,000","$278,731,369",Sony,tt1243957,The Tourist,2010,103.0,"Action,Adventure,Thriller",6.0,206714
98,en,Killers,"$75,000,000","$95,572,749",LGF,tt1103153,Killers,2010,100.0,"Action,Comedy,Romance",5.4,82237
99,en,Killers,"$75,000,000","$95,572,749",LGF,tt2409300,Killers,2014,137.0,"Action,Crime,Drama",6.5,4472
100,en,You Again,"$20,000,000","$32,838,945",BV,tt1414382,You Again,2010,105.0,"Comedy,Family,Romance",5.8,46690
101,en,Devil,"$10,000,000","$63,354,114",Uni.,tt1314655,Devil,2010,80.0,"Horror,Mystery,Thriller",6.2,122080
102,en,The Losers,"$25,000,000","$29,863,840",WB,tt0480255,The Losers,2010,97.0,"Action,Adventure,Crime",6.4,83876
103,en,The Losers,"$25,000,000","$29,863,840",WB,tt3746918,The Losers,2013,112.0,Drama,1.7,70
104,en,Animal Kingdom,"$4,200,000","$8,078,683",SPC,tt1313092,Animal Kingdom,2010,113.0,"Crime,Drama",7.3,51576
105,en,Monsters,"$500,000","$5,639,730",Magn.,tt1470827,Monsters,2010,94.0,"Drama,Sci-Fi,Thriller",6.4,84332
106,en,Monsters,"$500,000","$5,639,730",Magn.,tt5253186,Yi zhong,2015,87.0,Horror,4.0,6
107,en,Monsters,"$500,000","$5,639,730",Magn.,tt1470827,Monsters,2010,94.0,"Drama,Sci-Fi,Thriller",6.4,84332
108,en,Monsters,"$500,000","$5,639,730",Magn.,tt5253186,Yi zhong,2015,87.0,Horror,4.0,6
109,en,Hot Tub Time Machine,"$36,000,000","$65,967,750",MGM,tt1231587,Hot Tub Time Machine,2010,101.0,"Comedy,Sci-Fi",6.4,153962
110,en,Never Let Me Go,"$15,000,000","$11,173,718",FoxS,tt1334260,Never Let Me Go,2010,103.0,"Drama,Romance,Sci-Fi",7.1,130084
111,en,It's Kind of a Funny Story,"$8,000,000","$6,632,950",Focus,tt0804497,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",7.1,125583
112,en,Eat Pray Love,"$60,000,000","$206,598,789",Sony,tt0879870,Eat Pray Love,2010,133.0,"Drama,Romance",5.8,77709
113,en,Sex and the City 2,"$95,000,000","$294,680,778",WB (NL),tt1261945,Sex and the City 2,2010,146.0,"Comedy,Drama,Romance",4.4,69199
114,en,Four Lions,"$3,750,000","$2,436,111",Drft.,tt1341167,Four Lions,2010,97.0,"Comedy,Crime,Drama",7.3,66209
115,en,The Bounty Hunter,"$45,000,000","$135,808,837",Sony,tt1038919,The Bounty Hunter,2010,110.0,"Action,Comedy,Romance",5.6,112444
116,en,The Bounty Hunter,"$45,000,000","$135,808,837",Sony,tt1472211,The Bounty Hunter,2010,,,6.3,29
117,en,Winter's Bone,"$2,000,000","$16,131,551",RAtt.,tt1399683,Winter's Bone,2010,100.0,"Drama,Mystery",7.2,127751
118,en,My Soul to Take,"$25,000,000","$16,727,470",Uni.,tt0872230,My Soul to Take,2010,107.0,"Horror,Mystery,Thriller",4.8,18381
119,en,Flipped,"$14,000,000","$4,289,993",WB,tt0817177,Flipped,2010,90.0,"Comedy,Drama,Romance",7.7,74937
120,en,Flipped,"$14,000,000","$4,289,993",WB,tt2388050,Flipped,2015,90.0,"Drama,Thriller",6.0,440
121,en,Flipped,"$14,000,000","$4,289,993",WB,tt0817177,Flipped,2010,90.0,"Comedy,Drama,Romance",7.7,74937
122,en,Flipped,"$14,000,000","$4,289,993",WB,tt2388050,Flipped,2015,90.0,"Drama,Thriller",6.0,440
123,en,Let Me In,"$20,000,000","$28,270,399",Over.,tt1228987,Let Me In,2010,116.0,"Drama,Fantasy,Horror",7.1,107012
124,en,Let Me In,"$20,000,000","$28,270,399",Over.,tt7122852,Let Me In,2017,74.0,Horror,5.1,7
125,en,Let Me In,"$20,000,000","$28,270,399",Over.,tt1228987,Let Me In,2010,116.0,"Drama,Fantasy,Horror",7.1,107012
126,en,Let Me In,"$20,000,000","$28,270,399",Over.,tt7122852,Let Me In,2017,74.0,Horror,5.1,7
127,en,Frozen,"$150,000,000","$1,272,469,910",BV,tt1323045,Frozen,2010,93.0,"Adventure,Drama,Sport",6.2,62311
128,en,Frozen,"$150,000,000","$1,272,469,910",BV,tt1611845,Wai nei chung ching,2010,92.0,"Fantasy,Romance",5.4,75
129,en,Frozen,"$150,000,000","$1,272,469,910",BV,tt2294629,Frozen,2013,102.0,"Adventure,Animation,Comedy",7.5,516998
130,en,Frozen,"$150,000,000","$1,272,469,910",BV,tt1323045,Frozen,2010,93.0,"Adventure,Drama,Sport",6.2,62311
131,en,Frozen,"$150,000,000","$1,272,469,910",BV,tt1611845,Wai nei chung ching,2010,92.0,"Fantasy,Romance",5.4,75
132,en,Frozen,"$150,000,000","$1,272,469,910",BV,tt2294629,Frozen,2013,102.0,"Adventure,Animation,Comedy",7.5,516998
133,en,Inside Job,"$2,000,000","$7,799,257",SPC,tt1645089,Inside Job,2010,109.0,"Crime,Documentary",8.3,65304
134,en,Charlie St. Cloud,"$44,000,000","$48,478,084",Uni.,tt1438254,Charlie St. Cloud,2010,99.0,"Drama,Fantasy,Romance",6.5,55016
135,en,Furry Vengeance,"$35,000,000","$39,340,177",Sum.,tt0492389,Furry Vengeance,2010,92.0,"Comedy,Family",3.8,14700
136,en,Casino Jack,"$12,500,000","$2,272,186",ATO,tt1194417,Casino Jack,2010,108.0,"Biography,Comedy,Crime",6.2,16191
137,en,Another Year,"$8,000,000","$20,005,613",SPC,tt1431181,Another Year,2010,129.0,"Comedy,Drama",7.3,26273
138,en,Another Year,"$8,000,000","$20,005,613",SPC,tt3508808,Eshche odin god,2014,107.0,"Drama,Romance",6.6,294
139,en,Another Year,"$8,000,000","$20,005,613",SPC,tt5886728,You yi nian,2016,181.0,Documentary,7.2,40
140,ru,Another Year,"$8,000,000","$20,005,613",SPC,tt1431181,Another Year,2010,129.0,"Comedy,Drama",7.3,26273
141,ru,Another Year,"$8,000,000","$20,005,613",SPC,tt3508808,Eshche odin god,2014,107.0,"Drama,Romance",6.6,294
142,ru,Another Year,"$8,000,000","$20,005,613",SPC,tt5886728,You yi nian,2016,181.0,Documentary,7.2,40
143,en,Letters to Juliet,"$30,000,000","$82,148,538",Sum.,tt0892318,Letters to Juliet,2010,105.0,"Adventure,Comedy,Drama",6.6,86137
144,en,Rabbit Hole,"$5,000,000","$6,205,034",LGF,tt0935075,Rabbit Hole,2010,91.0,Drama,7.0,45357
145,en,Wild Target,"$8,000,000","$5,314,194",Free,tt1235189,Wild Target,2010,98.0,"Action,Comedy,Crime",6.8,33915
146,en,The Last Exorcism,"$1,800,000","$70,165,900",LGF,tt1320244,The Last Exorcism,2010,87.0,"Drama,Horror,Thriller",5.6,45815
147,en,The Last Song,"$20,000,000","$92,678,948",BV,tt1294226,The Last Song,2010,107.0,"Drama,Music,Romance",6.0,74914
148,en,Yogi Bear,"$80,000,000","$204,774,690",WB,tt1302067,Yogi Bear,2010,80.0,"Adventure,Animation,Comedy",4.6,18934
149,en,Secretariat,"$35,000,000","$60,376,247",BV,tt1028576,Secretariat,2010,123.0,"Biography,Drama,Family",7.2,24536
150,en,The American,"$20,000,000","$67,950,723",Focus,tt1440728,The American,2010,105.0,"Crime,Drama,Thriller",6.3,86863
151,en,Blue Valentine,"$1,000,000","$16,566,240",Wein.,tt1120985,Blue Valentine,2010,112.0,"Drama,Romance",7.4,170089
152,en,Blue Valentine,"$1,000,000","$16,566,240",Wein.,tt1120985,Blue Valentine,2010,112.0,"Drama,Romance",7.4,170089
153,en,Vampires Suck,"$20,000,000","$81,424,988",Fox,tt1666186,Vampires Suck,2010,82.0,Comedy,3.4,43984
154,en,Takers,"$32,000,000","$70,587,268",SGem,tt1135084,Takers,2010,107.0,"Action,Crime,Thriller",6.2,53377
155,en,Skyline,"$10,000,000","$68,264,973",Uni.,tt1564585,Skyline,2010,92.0,"Action,Sci-Fi,Thriller",4.4,83710
156,en,Cop Out,"$37,000,000","$55,909,910",WB,tt1385867,Cop Out,2010,107.0,"Action,Comedy,Crime",5.6,81656
157,en,Chloe,"$13,000,000","$11,831,131",SPC,tt1833881,The 10 Commandments of Chloe,2013,73.0,"Drama,Music,Romance",6.9,34
158,en,Stake Land,"$4,000,000","$679,482",IFC,tt1464580,Stake Land,2010,98.0,"Drama,Horror,Sci-Fi",6.5,38749
159,en,Burlesque,"$55,000,000","$90,552,675",SGem,tt1126591,Burlesque,2010,119.0,"Drama,Music,Musical",6.4,71021
160,en,Burlesque,"$55,000,000","$90,552,675",SGem,tt1586713,Burlesque,2010,,Drama,7.0,45
161,en,Marmaduke,"$50,000,000","$89,895,930",Fox,tt1392197,Marmaduke,2010,87.0,"Comedy,Family",4.2,13283
162,en,Get Him to the Greek,"$40,000,000","$91,455,875",Uni.,tt1226229,Get Him to the Greek,2010,109.0,"Adventure,Comedy,Music",6.4,161653
163,en,The Kids Are All Right,"$4,000,000","$36,275,469",Focus,tt0842926,The Kids Are All Right,2010,106.0,"Comedy,Drama,Romance",7.0,120656
164,en,Don't Be Afraid of the Dark,"$25,000,000","$39,126,427",FD,tt1270761,Don't Be Afraid of the Dark,2010,99.0,"Fantasy,Horror,Thriller",5.6,44490
165,en,Stone,"$22,000,000","$4,065,020",Over.,tt1423995,Stone,2010,105.0,"Drama,Thriller",5.4,38667
166,en,Stone,"$22,000,000","$4,065,020",Over.,tt2156825,Kamen,2012,90.0,"Crime,Drama,Thriller",5.6,607
167,ru,Stone,"$22,000,000","$4,065,020",Over.,tt1423995,Stone,2010,105.0,"Drama,Thriller",5.4,38667
168,ru,Stone,"$22,000,000","$4,065,020",Over.,tt2156825,Kamen,2012,90.0,"Crime,Drama,Thriller",5.6,607
169,en,Welcome to the Rileys,"$10,000,000","$355,919",Gold.,tt1183923,Welcome to the Rileys,2010,110.0,Drama,7.0,22210
170,en,Rubber,"$500,000","$680,914",Magn.,tt1612774,Rubber,2010,82.0,"Comedy,Fantasy,Horror",5.8,31316
171,en,Rubber,"$500,000","$680,914",Magn.,tt1612774,Rubber,2010,82.0,"Comedy,Fantasy,Horror",5.8,31316
172,en,Going the Distance,"$32,000,000","$43,603,990",WB (NL),tt1322312,Going the Distance,2010,102.0,"Comedy,Romance",6.3,54421
173,en,Going the Distance,"$32,000,000","$43,603,990",WB (NL),tt6135412,Kazoku e,2016,117.0,,3.9,13
174,en,The Warrior's Way,"$42,000,000","$8,514,325",Rela.,tt1032751,The Warrior's Way,2010,100.0,"Action,Fantasy,Western",6.3,24271
175,en,The Runaways,"$9,500,000","$5,278,632",App.,tt1017451,The Runaways,2010,106.0,"Biography,Drama,Music",6.6,43792
176,en,The Runaways,"$9,500,000","$5,278,632",App.,tt6168914,The Runaways,2019,108.0,Adventure,9.2,47
177,en,Paranormal Activity 2,"$3,000,000","$177,512,032",Par.,tt1536044,Paranormal Activity 2,2010,91.0,Horror,5.7,93122
178,en,Hereafter,"$50,000,000","$108,660,270",WB,tt1212419,Hereafter,2010,129.0,"Drama,Fantasy,Romance",6.5,87288
179,en,All Good Things,"$20,000,000","$873,617",Magn.,tt1175709,All Good Things,2010,101.0,"Crime,Drama,Mystery",6.3,49684
180,en,The Ghost Writer,"$45,000,000","$65,532,491",Sum.,tt1139328,The Ghost Writer,2010,128.0,"Drama,Mystery,Thriller",7.2,148274
181,en,She's Out of My League,"$20,000,000","$48,680,977",Par.,tt0815236,She's Out of My League,2010,104.0,"Comedy,Romance",6.4,117245
182,en,The Switch,"$19,000,000","$49,858,465",Mira.,tt0889573,The Switch,2010,101.0,"Comedy,Drama,Romance",6.1,90661
183,en,Cyrus,"$7,000,000","$10,062,896",FoxS,tt1327709,Cyrus,2010,87.0,"Crime,Horror,Mystery",4.7,944
184,en,Cyrus,"$7,000,000","$10,062,896",FoxS,tt1336617,Cyrus,2010,91.0,"Comedy,Drama,Romance",6.3,32457
185,es,Biutiful,"$35,000,000","$24,687,524",RAtt.,tt1164999,Biutiful,2010,148.0,"Drama,Romance",7.5,80382
186,en,MacGruber,"$10,000,000","$8,629,895",Uni.,tt1470023,MacGruber,2010,90.0,"Action,Comedy,Romance",5.5,39782
187,en,Somewhere,"$7,000,000","$17,023,121",Focus,tt1421051,Somewhere,2010,97.0,"Comedy,Drama",6.3,40250
188,en,Country Strong,"$15,000,000","$20,601,987",SGem,tt1555064,Country Strong,2010,117.0,"Drama,Music",6.3,16296
189,en,The Nutcracker in 3D,"$90,000,000","$20,466,016",Free,tt1041804,The Nutcracker in 3D,2010,110.0,"Action,Family,Fantasy",4.3,3119
190,en,Conviction,"$12,500,000","$11,826,980",FoxS,tt1244754,Conviction,2010,107.0,"Biography,Crime,Drama",7.2,39771
191,en,Conviction,"$12,500,000","$11,826,980",FoxS,tt7799386,Une intime conviction,2018,110.0,Drama,7.0,234
192,en,Ramona and Beezus,"$15,000,000","$27,469,621",Fox,tt0493949,Ramona and Beezus,2010,103.0,"Adventure,Comedy,Family",6.6,16086
193,en,Meek's Cutoff,"$2,000,000","$1,869,928",Osci.,tt1518812,Meek's Cutoff,2010,104.0,"Drama,Western",6.6,10439
194,en,Made in Dagenham,"$8,000,000","$15,644,196",SPC,tt1371155,Made in Dagenham,2010,113.0,"Biography,Comedy,Drama",7.2,13121
195,en,Hesher,"$7,000,000","$382,946",WHE,tt1403177,Hesher,2010,106.0,"Comedy,Crime,Drama",7.0,48483
196,en,The Killer Inside Me,"$13,000,000","$3,617,277",IFC,tt0954947,The Killer Inside Me,2010,109.0,"Crime,Drama,Horror",6.1,31727
197,en,Just Wright,"$12,000,000","$21,867,665",FoxS,tt1407061,Just Wright,2010,100.0,"Comedy,Romance,Sport",5.9,12466
198,en,Shanghai,"$50,000,000","$15,505,922",Wein.,tt1092634,Shanghai,2010,105.0,"Crime,Drama,Mystery",6.4,8662
199,en,Shanghai,"$50,000,000","$15,505,922",Wein.,tt2072227,Shanghai,2012,120.0,"Crime,Mystery,Thriller",7.2,9047
200,en,Tiny Furniture,"$50,000","$424,149",IFC,tt1570989,Tiny Furniture,2010,98.0,"Comedy,Drama,Romance",6.2,13397
201,en,Dinner for Schmucks,"$69,000,000","$86,796,502",P/DW,tt0427152,Dinner for Schmucks,2010,114.0,Comedy,5.9,91546
202,en,The Joneses,"$10,000,000","$3,541,565",RAtt.,tt1152830,The Joneses,2011,117.0,"Comedy,Drama",6.9,87
