,original_language,movie,production_budget,worldwide_gross,studio,movie_id,original_title,start_year,runtime_minutes,genres,averagerating,numvotes
1411,en,Lion,"$12,000,000","$149,570,720",Wein.,tt3741834,Lion,2016,118.0,"Biography,Drama",8.1,181601
1412,en,Lion,"$12,000,000","$149,570,720",Wein.,tt4685968,Lion,2015,143.0,"Action,Drama,Romance",3.6,282
1413,en,Jack Reacher: Never Go Back,"$60,000,000","$159,946,489",Par.,tt3393786,Jack Reacher: Never Go Back,2016,118.0,"Action,Thriller",6.1,121892
1414,en,Jack Reacher: Never Go Back,"$60,000,000","$159,946,489",Par.,tt3393786,Jack Reacher: Never Go Back,2016,118.0,"Action,Thriller",6.1,121892
1415,en,Me Before You,"$20,000,000","$208,265,198",WB (NL),tt2674426,Me Before You,2016,106.0,"Drama,Romance",7.4,174567
1416,en,Alice Through the Looking Glass,"$170,000,000","$276,928,112",BV,tt2567026,Alice Through the Looking Glass,2016,113.0,"Adventure,Family,Fantasy",6.2,79951
1417,en,Manchester by the Sea,"$8,500,000","$77,733,867",RAtt.,tt4034228,Manchester by the Sea,2016,137.0,Drama,7.8,214557
1418,en,Manchester by the Sea,"$8,500,000","$77,733,867",RAtt.,tt4034228,Manchester by the Sea,2016,137.0,Drama,7.8,214557
1419,en,Suicide Squad,"$175,000,000","$746,059,887",WB,tt1386697,Suicide Squad,2016,123.0,"Action,Adventure,Fantasy",6.0,533039
1420,en,Mechanic: Resurrection,"$40,000,000","$109,738,840",LG/S,tt3522806,Mechanic: Resurrection,2016,98.0,"Action,Adventure,Thriller",5.7,67275
1421,en,Trolls,"$125,000,000","$344,150,134",Fox,tt1679335,Trolls,2016,92.0,"Adventure,Animation,Comedy",6.5,63295
1422,en,Trolls,"$125,000,000","$344,150,134",Fox,tt1679335,Trolls,2016,92.0,"Adventure,Animation,Comedy",6.5,63295
1423,en,La La Land,"$20,000,000","$426,351,163",LG/S,tt3783958,La La Land,2016,128.0,"Comedy,Drama,Music",8.0,436070
1424,en,La La Land,"$20,000,000","$426,351,163",LG/S,tt3783958,La La Land,2016,128.0,"Comedy,Drama,Music",8.0,436070
1425,en,Kung Fu Panda 3,"$140,000,000","$517,599,142",Fox,tt2267968,Kung Fu Panda 3,2016,95.0,"Action,Adventure,Animation",7.1,116166
1426,en,Nocturnal Animals,"$22,500,000","$32,398,681",Focus,tt4550098,Nocturnal Animals,2016,116.0,"Drama,Thriller",7.5,205240
1427,en,Nocturnal Animals,"$22,500,000","$32,398,681",Focus,tt4550098,Nocturnal Animals,2016,116.0,"Drama,Thriller",7.5,205240
1428,en,Hell or High Water,"$12,000,000","$37,584,304",LGF,tt2582782,Hell or High Water,2016,102.0,"Action,Crime,Drama",7.6,176469
1429,en,Independence Day: Resurgence,"$165,000,000","$384,169,424",Fox,tt1628841,Independence Day: Resurgence,2016,120.0,"Action,Adventure,Sci-Fi",5.2,155344
1430,en,Patriots Day,"$40,000,000","$52,837,989",LGF,tt4572514,Patriots Day,2016,133.0,"Action,Crime,Drama",7.4,76204
1431,en,Patriots Day,"$40,000,000","$52,837,989",LGF,tt4572514,Patriots Day,2016,133.0,"Action,Crime,Drama",7.4,76204
1432,en,Finding Dory,"$200,000,000","$1,021,215,193",BV,tt2277860,Finding Dory,2016,97.0,"Adventure,Animation,Comedy",7.3,213542
1433,en,London Has Fallen,"$60,000,000","$195,194,085",Focus,tt3300542,London Has Fallen,2016,99.0,"Action,Thriller",5.9,124757
1434,en,Sausage Party,"$19,000,000","$141,344,255",Sony,tt1700841,Sausage Party,2016,89.0,"Adventure,Animation,Comedy",6.2,159111
1435,en,Teenage Mutant Ninja Turtles: Out of the Shadows,"$135,000,000","$245,328,374",Par.,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"Action,Adventure,Comedy",6.0,77234
1436,en,Why Him?,"$38,000,000","$117,425,156",Fox,tt4501244,Why Him?,2016,111.0,Comedy,6.2,89628
1437,en,Why Him?,"$38,000,000","$117,425,156",Fox,tt4501244,Why Him?,2016,111.0,Comedy,6.2,89628
1438,en,The Legend of Tarzan,"$180,000,000","$348,902,025",WB,tt0918940,The Legend of Tarzan,2016,110.0,"Action,Adventure,Drama",6.3,150154
1439,en,Hidden Figures,"$25,000,000","$231,771,716",Fox,tt4846340,Hidden Figures,2016,127.0,"Biography,Drama,History",7.8,171131
1440,en,Hidden Figures,"$25,000,000","$231,771,716",Fox,tt4846340,Hidden Figures,2016,127.0,"Biography,Drama,History",7.8,171131
1441,en,Jason Bourne,"$120,000,000","$416,168,316",Uni.,tt4196776,Jason Bourne,2016,123.0,"Action,Thriller",6.6,190596
1442,en,Central Intelligence,"$50,000,000","$217,194,805",WB (NL),tt1489889,Central Intelligence,2016,107.0,"Action,Comedy,Crime",6.3,138872
1443,en,Bad Moms,"$20,000,000","$180,998,716",STX,tt4651520,Bad Moms,2016,100.0,Comedy,6.2,100952
1444,en,The Shallows,"$13,000,000","$118,763,442",Sony,tt4052882,The Shallows,2016,86.0,"Drama,Horror,Thriller",6.3,106927
1445,en,Kubo and the Two Strings,"$55,000,000","$77,548,122",Focus,tt4302938,Kubo and the Two Strings,2016,101.0,"Action,Adventure,Animation",7.8,105578
1446,en,The Accountant,"$40,000,000","$152,962,083",WB,tt2140479,The Accountant,2016,128.0,"Action,Crime,Drama",7.3,233022
1447,en,The Accountant,"$40,000,000","$152,962,083",WB,tt2140479,The Accountant,2016,128.0,"Action,Crime,Drama",7.3,233022
1448,en,The Nice Guys,"$50,000,000","$59,596,747",WB,tt3799694,The Nice Guys,2016,116.0,"Action,Comedy,Crime",7.4,240337
1449,en,Snowden,"$50,000,000","$35,380,918",ORF,tt3774114,Snowden,2016,134.0,"Biography,Drama,Thriller",7.3,119149
1450,en,Deepwater Horizon,"$156,000,000","$122,603,824",LG/S,tt1860357,Deepwater Horizon,2016,107.0,"Action,Drama,History",7.1,133303
1451,en,Deepwater Horizon,"$156,000,000","$122,603,824",LG/S,tt1860357,Deepwater Horizon,2016,107.0,"Action,Drama,History",7.1,133303
1452,en,Triple 9,"$20,000,000","$25,943,792",ORF,tt1712261,Triple 9,2016,115.0,"Crime,Thriller",6.3,60369
1453,en,Zoolander 2,"$50,000,000","$55,348,693",Par.,tt1608290,Zoolander 2,2016,101.0,Comedy,4.7,59914
1454,en,Ride Along 2,"$40,000,000","$124,827,316",Uni.,tt2869728,Ride Along 2,2016,102.0,"Action,Comedy,Crime",5.9,48688
1455,en,The 5th Wave,"$38,000,000","$111,336,398",Sony,tt2304933,The 5th Wave,2016,112.0,"Action,Adventure,Drama",5.2,90788
1456,en,Collateral Beauty,"$36,000,000","$85,309,093",WB (NL),tt4682786,Collateral Beauty,2016,97.0,"Drama,Romance",6.8,78764
1457,en,Collateral Beauty,"$36,000,000","$85,309,093",WB (NL),tt4682786,Collateral Beauty,2016,97.0,"Drama,Romance",6.8,78764
1458,en,Barbershop: The Next Cut,"$20,000,000","$54,404,202",WB (NL),tt3628584,Barbershop: The Next Cut,2016,111.0,"Comedy,Drama",5.9,13306
1459,en,Fences,"$24,000,000","$64,282,881",Par.,tt2671706,Fences,2016,139.0,Drama,7.2,86749
1460,en,Fences,"$24,000,000","$64,282,881",Par.,tt2671706,Fences,2016,139.0,Drama,7.2,86749
1461,en,The Finest Hours,"$70,000,000","$49,252,761",BV,tt2025690,The Finest Hours,2016,117.0,"Action,Drama,History",6.8,55981
1462,en,Hunt for the Wilderpeople,"$2,500,000","$23,845,533",Orch.,tt4698684,Hunt for the Wilderpeople,2016,101.0,"Adventure,Comedy,Drama",7.9,87532
1463,en,Lights Out,"$5,000,000","$148,806,510",WB (NL),tt1085448,Lights Out,2010,,Drama,6.6,10
1464,en,Lights Out,"$5,000,000","$148,806,510",WB (NL),tt1646127,Simon Werner a disparu...,2010,87.0,"Drama,Mystery,Thriller",6.4,971
1465,en,Lights Out,"$5,000,000","$148,806,510",WB (NL),tt2611518,Lights Out,2013,,Drama,8.6,22
1466,en,Lights Out,"$5,000,000","$148,806,510",WB (NL),tt4786282,Lights Out,2016,81.0,"Drama,Horror,Mystery",6.3,100650
1467,en,The Founder,"$15,000,000","$24,403,192",Wein.,tt2262282,Der Gründer,2012,108.0,"Comedy,Sci-Fi",5.9,33
1468,en,The Founder,"$15,000,000","$24,403,192",Wein.,tt4276820,The Founder,2016,115.0,"Biography,Drama,History",7.2,97841
1469,en,The Founder,"$15,000,000","$24,403,192",Wein.,tt2262282,Der Gründer,2012,108.0,"Comedy,Sci-Fi",5.9,33
1470,en,The Founder,"$15,000,000","$24,403,192",Wein.,tt4276820,The Founder,2016,115.0,"Biography,Drama,History",7.2,97841
1471,en,"Hail, Caesar!","$22,000,000","$64,160,680",Uni.,tt0475290,"Hail, Caesar!",2016,106.0,"Comedy,Drama,Music",6.3,111422
1472,en,Miss Sloane,"$18,000,000","$7,719,630",EC,tt4540710,Miss Sloane,2016,132.0,"Drama,Thriller",7.5,52788
1473,en,Miss Sloane,"$18,000,000","$7,719,630",EC,tt4540710,Miss Sloane,2016,132.0,"Drama,Thriller",7.5,52788
1474,en,Storks,"$70,000,000","$183,353,431",WB,tt4624424,Storks,2016,87.0,"Adventure,Animation,Comedy",6.8,50448
1475,en,Ouija: Origin of Evil,"$9,000,000","$81,831,866",Uni.,tt4361050,Ouija: Origin of Evil,2016,99.0,"Drama,Horror,Mystery",6.1,47099
1476,en,Ouija: Origin of Evil,"$9,000,000","$81,831,866",Uni.,tt4361050,Ouija: Origin of Evil,2016,99.0,"Drama,Horror,Mystery",6.1,47099
1477,en,The Neon Demon,"$7,500,000","$3,559,803",BG,tt1974419,The Neon Demon,2016,117.0,"Horror,Thriller",6.2,72359
1478,en,Mike and Dave Need Wedding Dates,"$33,000,000","$75,898,100",Fox,tt2823054,Mike and Dave Need Wedding Dates,2016,98.0,"Adventure,Comedy,Romance",6.0,74849
1479,en,The Edge of Seventeen,"$9,000,000","$19,096,003",STX,tt1878870,The Edge of Seventeen,2016,104.0,"Comedy,Drama",7.3,87602
1480,en,The Edge of Seventeen,"$9,000,000","$19,096,003",STX,tt1878870,The Edge of Seventeen,2016,104.0,"Comedy,Drama",7.3,87602
1481,en,Eddie the Eagle,"$23,000,000","$45,060,480",Fox,tt1083452,Eddie the Eagle,2015,106.0,"Biography,Comedy,Drama",7.4,75331
1482,en,The Boss,"$29,000,000","$78,652,207",Uni.,tt2702724,The Boss,2016,99.0,Comedy,5.4,39096
1483,en,Dirty Grandpa,"$11,500,000","$105,078,449",LGF,tt1860213,Dirty Grandpa,2016,102.0,Comedy,5.9,101393
1484,en,Money Monster,"$27,000,000","$93,466,095",TriS,tt2241351,Money Monster,2016,98.0,"Crime,Drama,Thriller",6.5,86607
1485,en,A Monster Calls,"$43,000,000","$46,414,530",Focus,tt3416532,A Monster Calls,2016,108.0,"Animation,Drama,Fantasy",7.5,70416
1486,en,A Monster Calls,"$43,000,000","$46,414,530",Focus,tt3416532,A Monster Calls,2016,108.0,"Animation,Drama,Fantasy",7.5,70416
1487,en,A Hologram for the King,"$35,000,000","$11,846,010",RAtt.,tt2980210,A Hologram for the King,2016,98.0,"Comedy,Drama,Romance",6.1,36062
1488,en,The Lost City of Z,"$30,000,000","$17,121,823",BST,tt1212428,The Lost City of Z,2016,141.0,"Adventure,Biography,Drama",6.6,66475
1489,en,The Lost City of Z,"$30,000,000","$17,121,823",BST,tt1212428,The Lost City of Z,2016,141.0,"Adventure,Biography,Drama",6.6,66475
1490,en,Office Christmas Party,"$45,000,000","$91,323,299",Par.,tt1711525,Office Christmas Party,2016,105.0,Comedy,5.8,59253
1491,en,Regression,"$20,000,000","$15,824,374",W/Dim.,tt3319920,Regression,2015,106.0,"Crime,Horror,Mystery",5.7,33335
1492,en,War Dogs,"$50,000,000","$86,234,503",WB,tt2005151,War Dogs,2016,114.0,"Comedy,Crime,Drama",7.1,154029
1493,en,Shut In,"$10,000,000","$11,360,665",EC,tt2582500,Shut In,2016,91.0,"Drama,Mystery,Thriller",4.7,11030
1494,en,Hardcore Henry,"$2,000,000","$17,187,434",STX,tt3072482,Hardcore Henry,2015,96.0,"Action,Adventure,Sci-Fi",6.7,78226
1495,en,Eye in the Sky,"$13,000,000","$35,402,802",BST,tt2057392,Eye in the Sky,2015,102.0,"Drama,Thriller,War",7.3,72301
1496,en,Risen,"$20,000,000","$46,255,763",Sony,tt0850709,Risen,2010,121.0,"Biography,Drama",5.3,182
1497,en,Risen,"$20,000,000","$46,255,763",Sony,tt3231054,Risen,2016,107.0,"Action,Adventure,Drama",6.3,22813
1498,en,Miracles from Heaven,"$13,000,000","$73,798,736",TriS,tt4257926,Miracles from Heaven,2016,109.0,"Biography,Drama,Family",7.1,17734
1499,hi,Dangal,"$9,500,000","$294,654,618",UTV,tt5074352,Dangal,2016,161.0,"Action,Biography,Drama",8.5,123638
1500,hi,Dangal,"$9,500,000","$294,654,618",UTV,tt5911540,Dangal,2013,,Action,4.1,20
1501,en,Swiss Army Man,"$3,000,000","$5,837,111",A24,tt4034354,Swiss Army Man,2016,97.0,"Adventure,Comedy,Drama",7.0,91736
1502,en,The Secret Life of Pets,"$75,000,000","$886,750,534",Uni.,tt2709768,The Secret Life of Pets,2016,87.0,"Adventure,Animation,Comedy",6.5,161997
1503,en,Blair Witch,"$10,000,000","$38,985,577",LGF,tt1540011,Blair Witch,2016,89.0,"Horror,Mystery,Thriller",5.0,36867
1504,en,Blair Witch,"$10,000,000","$38,985,577",LGF,tt1540011,Blair Witch,2016,89.0,"Horror,Mystery,Thriller",5.0,36867
1505,en,The Infiltrator,"$47,500,000","$20,718,104",BG,tt1355631,The Infiltrator,2016,127.0,"Biography,Crime,Drama",7.0,61547
1506,en,Paterson,"$5,000,000","$10,727,536",BST,tt5247022,Paterson,2016,118.0,"Comedy,Drama,Romance",7.4,55285
1507,en,Paterson,"$5,000,000","$10,727,536",BST,tt5247022,Paterson,2016,118.0,"Comedy,Drama,Romance",7.4,55285
1508,en,Genius,"$17,000,000","$7,265,283",RAtt.,tt1703957,Genius,2016,104.0,"Biography,Drama",6.6,15611
1509,en,Genius,"$17,000,000","$7,265,283",RAtt.,tt6925204,Genius,2012,,Drama,5.4,14
1510,en,Genius,"$17,000,000","$7,265,283",RAtt.,tt7722258,Genius,2018,165.0,"Action,Thriller",4.7,747
1511,en,Genius,"$17,000,000","$7,265,283",RAtt.,tt8919194,Genius,2018,,Drama,6.2,53
1512,en,Norm of the North,"$18,000,000","$30,535,660",LGF,tt1594972,Norm of the North,2016,90.0,"Adventure,Animation,Comedy",3.6,7951
1513,en,Denial,"$10,000,000","$9,263,940",BST,tt4645330,Denial,2016,109.0,"Biography,Drama",6.7,16593
1514,en,Denial,"$10,000,000","$9,263,940",BST,tt5897002,Denial,2016,93.0,Documentary,7.4,25
1515,en,Denial,"$10,000,000","$9,263,940",BST,tt4645330,Denial,2016,109.0,"Biography,Drama",6.7,16593
1516,en,Denial,"$10,000,000","$9,263,940",BST,tt5897002,Denial,2016,93.0,Documentary,7.4,25
1517,en,Pride and Prejudice and Zombies,"$28,000,000","$16,638,300",SGem,tt1374989,Pride and Prejudice and Zombies,2016,108.0,"Action,Comedy,Horror",5.8,46187
1518,en,The Other Side of the Door,"$5,000,000","$12,905,107",Fox,tt3566920,The Other Side of the Door,2014,90.0,Drama,3.8,5
1519,en,The Other Side of the Door,"$5,000,000","$12,905,107",Fox,tt3702652,The Other Side of the Door,2016,96.0,Horror,5.3,15813
1520,en,Keanu,"$15,000,000","$20,688,141",WB (NL),tt4139124,Keanu,2016,100.0,"Action,Comedy,Crime",6.3,41560
1521,en,Max Steel,"$10,000,000","$4,563,080",ORF,tt1472584,Max Steel,2016,92.0,"Action,Adventure,Family",4.6,16788
1522,en,Max Steel,"$10,000,000","$4,563,080",ORF,tt1472584,Max Steel,2016,92.0,"Action,Adventure,Family",4.6,16788
1523,en,Jane Got a Gun,"$25,000,000","$3,771,345",Wein.,tt2140037,Jane Got a Gun,2015,98.0,"Action,Drama,Western",5.9,19051
1524,en,Jackie,"$9,000,000","$36,588,512",FoxS,tt1619029,Jackie,2016,100.0,"Biography,Drama,History",6.7,66008
1525,en,Jackie,"$9,000,000","$36,588,512",FoxS,tt1757772,Jackie,2010,126.0,Action,7.1,1338
1526,en,Jackie,"$9,000,000","$36,588,512",FoxS,tt2108546,Jackie,2012,100.0,"Comedy,Drama",6.8,1952
1527,en,Fifty Shades of Black,"$5,000,000","$22,113,075",ORF,tt4667094,Fifty Shades of Black,2016,92.0,Comedy,3.5,17189
1528,en,American Honey,"$3,500,000","$2,611,750",A24,tt3721936,American Honey,2016,163.0,"Adventure,Drama,Romance",7.0,31663
1529,en,The Man Who Knew Infinity,"$10,000,000","$12,382,122",IFC,tt0787524,The Man Who Knew Infinity,2015,108.0,"Biography,Drama",7.2,43575
1530,en,Midnight Special,"$18,000,000","$7,680,250",WB,tt2649554,Midnight Special,2016,112.0,"Action,Drama,Mystery",6.6,67921
1531,en,Free State of Jones,"$50,000,000","$23,237,252",STX,tt1124037,Free State of Jones,2016,139.0,"Action,Biography,Drama",6.9,45135
1532,en,Whiskey Tango Foxtrot,"$35,000,000","$25,350,747",Par.,tt3553442,Whiskey Tango Foxtrot,2016,112.0,"Biography,Comedy,Drama",6.6,46265
1533,en,The Little Prince,"$77,500,000","$102,028,919",EOne,tt10075374,The Little Prince,2019,93.0,Action,8.3,6
1534,en,The Little Prince,"$77,500,000","$102,028,919",EOne,tt1754656,Le Petit Prince,2015,108.0,"Adventure,Animation,Drama",7.7,50015
1535,en,The Little Prince,"$77,500,000","$102,028,919",EOne,tt5317732,The Little Prince,2015,,Documentary,7.8,6
1536,en,Loving,"$9,000,000","$12,898,064",Focus,tt2495212,Milosc,2012,105.0,"Drama,Romance",7.1,257
1537,en,Loving,"$9,000,000","$12,898,064",Focus,tt4669986,Loving,2016,123.0,"Biography,Drama,Romance",7.0,28079
1538,en,Loving,"$9,000,000","$12,898,064",Focus,tt5479616,Amar,2017,105.0,"Drama,Romance",5.3,2530
1539,en,Loving,"$9,000,000","$12,898,064",Focus,tt2495212,Milosc,2012,105.0,"Drama,Romance",7.1,257
1540,en,Loving,"$9,000,000","$12,898,064",Focus,tt4669986,Loving,2016,123.0,"Biography,Drama,Romance",7.0,28079
1541,en,Loving,"$9,000,000","$12,898,064",Focus,tt5479616,Amar,2017,105.0,"Drama,Romance",5.3,2530
1542,en,Middle School: The Worst Years of My Life,"$8,500,000","$23,311,293",LGF,tt4981636,Middle School: The Worst Years of My Life,2016,92.0,"Comedy,Family",6.1,6413
1543,en,Florence Foster Jenkins,"$29,000,000","$56,000,339",Par.,tt4136084,Florence Foster Jenkins,2016,111.0,"Biography,Comedy,Drama",6.8,44970
1544,en,The Darkness,"$4,000,000","$10,898,293",BH Tilt,tt1878841,The Darkness,2016,92.0,"Horror,Thriller",4.4,12435
1545,en,The Darkness,"$4,000,000","$10,898,293",BH Tilt,tt4935746,Las tinieblas,2016,92.0,Thriller,5.7,196
1546,en,Bleed for This,"$16,000,000","$6,603,926",ORF,tt1620935,Bleed for This,2016,117.0,"Biography,Drama,Sport",6.8,21946
1547,en,Bleed for This,"$16,000,000","$6,603,926",ORF,tt1620935,Bleed for This,2016,117.0,"Biography,Drama,Sport",6.8,21946
1548,en,Hands of Stone,"$20,000,000","$5,031,975",Wein.,tt1781827,Hands of Stone,2016,111.0,"Action,Biography,Drama",6.6,12851
1549,en,When the Bough Breaks,"$10,000,000","$30,768,449",SGem,tt1389139,When the Bough Breaks,2016,107.0,"Crime,Drama,Horror",5.1,4729
1550,en,When the Bough Breaks,"$10,000,000","$30,768,449",SGem,tt6814096,When the Bough Breaks,2017,93.0,,6.1,8
1551,en,The Meddler,"$3,200,000","$5,526,942",SPC,tt4501454,The Meddler,2015,103.0,"Comedy,Drama,Romance",6.3,10629
1552,en,Queen of Katwe,"$15,000,000","$10,055,481",BV,tt4341582,Queen of Katwe,2016,124.0,"Biography,Drama,Sport",7.4,13039
1553,en,Incarnate,"$5,000,000","$9,371,036",BH Tilt,tt3216348,Incarnate,2016,91.0,"Horror,Thriller",5.3,10217
1554,en,A Street Cat Named Bob,"$8,000,000","$17,382,693",Cleopatra,tt3606888,A Street Cat Named Bob,2016,103.0,"Biography,Comedy,Drama",7.4,23204
1555,en,A Street Cat Named Bob,"$8,000,000","$17,382,693",Cleopatra,tt3606888,A Street Cat Named Bob,2016,103.0,"Biography,Comedy,Drama",7.4,23204
1556,en,The Perfect Match,"$5,000,000","$10,182,050",LGF,tt4871980,The Perfect Match,2016,96.0,"Comedy,Romance",4.9,3052
1557,en,My Big Fat Greek Wedding 2,"$18,000,000","$92,096,558",Uni.,tt3760922,My Big Fat Greek Wedding 2,2016,94.0,"Comedy,Romance",6.0,25933
1558,en,Almost Christmas,"$17,000,000","$42,493,506",Uni.,tt4649416,Almost Christmas,2016,111.0,"Comedy,Drama",6.1,5212
1559,en,The Disappointments Room,"$15,000,000","$3,503,761",Rela.,tt2364897,The Disappointments Room,2016,85.0,"Drama,Horror,Thriller",3.9,8167
1560,en,The Young Messiah,"$16,800,000","$7,313,697",Focus,tt1002563,The Young Messiah,2016,111.0,"Drama,Fantasy",5.6,2882
1561,es,Compadres,"$3,000,000","$7,445,044",PNT,tt3367294,Compadres,2016,101.0,"Action,Comedy,Crime",4.7,876
1562,en,Mandy,"$6,000,000","$1,427,656",RLJ,tt4995858,Mandy,2016,113.0,"Drama,Thriller",4.1,39
1563,en,Mandy,"$6,000,000","$1,427,656",RLJ,tt6998518,Mandy,2018,121.0,"Action,Fantasy,Horror",6.6,44378
1564,en,Mandy,"$6,000,000","$1,427,656",RLJ,tt4995858,Mandy,2016,113.0,"Drama,Thriller",4.1,39
1565,en,Mandy,"$6,000,000","$1,427,656",RLJ,tt6998518,Mandy,2018,121.0,"Action,Fantasy,Horror",6.6,44378
1566,en,Blade Runner 2049,"$185,000,000","$259,357,408",WB,tt1856101,Blade Runner 2049,2017,164.0,"Drama,Mystery,Sci-Fi",8.0,376241
1567,en,Blade Runner 2049,"$185,000,000","$259,357,408",WB,tt1856101,Blade Runner 2049,2017,164.0,"Drama,Mystery,Sci-Fi",8.0,376241
1568,en,Spider-Man: Homecoming,"$175,000,000","$880,166,350",Sony,tt2250912,Spider-Man: Homecoming,2017,133.0,"Action,Adventure,Sci-Fi",7.5,426302
1569,en,Thor: Ragnarok,"$180,000,000","$846,980,024",BV,tt3501632,Thor: Ragnarok,2017,130.0,"Action,Adventure,Comedy",7.9,482995
1570,en,Thor: Ragnarok,"$180,000,000","$846,980,024",BV,tt3501632,Thor: Ragnarok,2017,130.0,"Action,Adventure,Comedy",7.9,482995
1571,en,Justice League,"$300,000,000","$655,945,209",WB,tt0974015,Justice League,2017,120.0,"Action,Adventure,Fantasy",6.5,329135
1572,en,Justice League,"$300,000,000","$655,945,209",WB,tt0974015,Justice League,2017,120.0,"Action,Adventure,Fantasy",6.5,329135
1573,en,Kong: Skull Island,"$185,000,000","$561,072,059",WB,tt3731562,Kong: Skull Island,2017,118.0,"Action,Adventure,Fantasy",6.6,237720
1574,en,The Fate of the Furious,"$250,000,000","$1,234,846,267",Uni.,tt4630562,The Fate of the Furious,2017,136.0,"Action,Crime,Thriller",6.7,179774
1575,en,Pirates of the Caribbean: Dead Men Tell No Tales,"$230,000,000","$788,241,137",BV,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129.0,"Action,Adventure,Fantasy",6.6,228592
1576,en,Coco,"$175,000,000","$798,008,101",BV,tt2380307,Coco,2017,105.0,"Adventure,Animation,Comedy",8.4,277194
1577,en,Coco,"$175,000,000","$798,008,101",BV,tt7002100,Coco,2017,98.0,Horror,7.4,35
1578,en,Coco,"$175,000,000","$798,008,101",BV,tt2380307,Coco,2017,105.0,"Adventure,Animation,Comedy",8.4,277194
1579,en,Coco,"$175,000,000","$798,008,101",BV,tt7002100,Coco,2017,98.0,Horror,7.4,35
1580,en,Alien: Covenant,"$97,000,000","$238,521,247",Fox,tt2316204,Alien: Covenant,2017,122.0,"Horror,Sci-Fi,Thriller",6.4,226920
1581,en,Dunkirk,"$150,000,000","$499,837,368",WB,tt5013056,Dunkirk,2017,106.0,"Action,Drama,History",7.9,466580
1582,en,Kingsman: The Golden Circle,"$104,000,000","$408,803,696",Fox,tt4649466,Kingsman: The Golden Circle,2017,141.0,"Action,Adventure,Comedy",6.8,230797
1583,en,Transformers: The Last Knight,"$217,000,000","$602,893,340",Par.,tt3371366,Transformers: The Last Knight,2017,154.0,"Action,Adventure,Sci-Fi",5.2,119007
1584,en,Valerian and the City of a Thousand Planets,"$180,000,000","$215,098,356",STX,tt2239822,Valerian and the City of a Thousand Planets,2017,137.0,"Action,Adventure,Fantasy",6.5,139792
1585,en,War for the Planet of the Apes,"$152,000,000","$489,592,267",Fox,tt3450958,War for the Planet of the Apes,2017,140.0,"Action,Adventure,Drama",7.5,201943
1586,en,Baby Driver,"$34,000,000","$228,104,185",TriS,tt3890160,Baby Driver,2017,113.0,"Action,Crime,Drama",7.6,363977
1587,en,The Shape of Water,"$19,500,000","$195,790,794",FoxS,tt5580390,The Shape of Water,2017,123.0,"Adventure,Drama,Fantasy",7.3,308112
1588,en,The Shape of Water,"$19,500,000","$195,790,794",FoxS,tt5580390,The Shape of Water,2017,123.0,"Adventure,Drama,Fantasy",7.3,308112
1589,en,The Greatest Showman,"$84,000,000","$386,665,550",Fox,tt1485796,The Greatest Showman,2017,105.0,"Biography,Drama,Musical",7.6,199663
1590,en,The Greatest Showman,"$84,000,000","$386,665,550",Fox,tt1485796,The Greatest Showman,2017,105.0,"Biography,Drama,Musical",7.6,199663
1591,en,King Arthur: Legend of the Sword,"$175,000,000","$139,630,336",WB,tt1972591,King Arthur: Legend of the Sword,2017,126.0,"Action,Adventure,Drama",6.8,169054
1592,en,Atomic Blonde,"$30,000,000","$98,345,423",Focus,tt2406566,Atomic Blonde,2017,115.0,"Action,Mystery,Thriller",6.7,150407
1593,en,Annabelle: Creation,"$15,000,000","$305,384,865",WB (NL),tt5140878,Annabelle: Creation,2017,109.0,"Horror,Mystery,Thriller",6.5,90402
1594,en,Happy Death Day,"$5,000,000","$125,010,260",Uni.,tt5308322,Happy Death Day,2017,96.0,"Horror,Mystery,Thriller",6.5,87132
1595,en,Jumanji: Welcome to the Jungle,"$90,000,000","$964,496,193",Sony,tt2283362,Jumanji: Welcome to the Jungle,2017,119.0,"Action,Adventure,Comedy",7.0,242735
1596,en,Jumanji: Welcome to the Jungle,"$90,000,000","$964,496,193",Sony,tt2283362,Jumanji: Welcome to the Jungle,2017,119.0,"Action,Adventure,Comedy",7.0,242735
1597,en,Wonder,"$20,000,000","$304,604,712",LGF,tt2543472,Wonder,2017,113.0,"Drama,Family",8.0,111632
1598,en,Wonder,"$20,000,000","$304,604,712",LGF,tt2543472,Wonder,2017,113.0,"Drama,Family",8.0,111632
1599,en,Ferdinand,"$111,000,000","$289,847,930",Fox,tt3411444,Ferdinand,2017,108.0,"Adventure,Animation,Comedy",6.7,40229
1600,en,Ferdinand,"$111,000,000","$289,847,930",Fox,tt3411444,Ferdinand,2017,108.0,"Adventure,Animation,Comedy",6.7,40229
1601,en,The Great Wall,"$150,000,000","$334,486,852",Uni.,tt2034800,The Great Wall,2016,103.0,"Action,Adventure,Fantasy",6.0,111602
1602,en,The Great Wall,"$150,000,000","$334,486,852",Uni.,tt7535780,The Great Wall,2017,72.0,Documentary,6.5,24
1603,en,Underworld: Blood Wars,"$35,000,000","$81,209,222",SGem,tt3717252,Underworld: Blood Wars,2016,91.0,"Action,Adventure,Fantasy",5.8,62942
